fecha,año,mes,día
2026-02-01,2026,2,1
2026-02-02,2026,2,2
2026-02-03,2026,2,3
2026-02-04,2026,2,4
2026-02-05,2026,2,5
2026-02-09,2026,2,9
2026-02-10,2026,2,10
2026-02-11,2026,2,11
2026-02-13,2026,2,13
2026-02-20,2026,2,20
2026-02-23,2026,2,23
2026-02-25,2026,2,25
2026-03-05,2026,3,5
2026-03-10,2026,3,10
2026-03-15,2026,3,15
2026-03-18,2026,3,18
